,id,label,srcAddress,srcPort,destAddress,destPort,appProtocol
4629,2946689e-2d4b-4a5a-839d-d7d7510ff919,疑似恶意流量,172.16.63.51,58885,10.192.42.194,449,tls
4630,095d7451-12b0-4f40-8c5c-e72abde3c638,疑似恶意流量,172.16.63.51,59535,10.192.42.194,449,tls
4631,cd0b7601-6301-4e00-b9a9-58766bf21963,疑似恶意流量,172.16.63.51,58958,10.192.42.194,449,tls
4632,f92147ee-e370-4563-8b24-ace816473b5f,疑似恶意流量,172.16.63.51,58901,10.192.42.194,449,tls
4633,c538bf01-4c08-42cb-8e09-6d92a76679ca,疑似恶意流量,172.16.63.51,59145,10.192.42.194,449,tls
4634,7004ce01-32d9-416e-8776-ef0a2f1afdf4,疑似恶意流量,172.16.63.51,59449,10.192.42.194,449,tls
4635,f690735c-0585-4e09-b14c-2412cc5218c2,疑似恶意流量,172.16.63.51,60255,10.192.42.194,449,tls
4636,ef424425-2b97-4858-b4de-2715a18911a7,疑似恶意流量,172.16.63.51,59892,10.192.42.194,449,tls
4637,643bd38a-509b-4538-a931-0f958c9d63ea,疑似恶意流量,172.16.63.51,58804,10.192.42.194,449,tls
4638,d188f86b-97b8-4ae5-a6e8-6d91a41a0e75,疑似恶意流量,172.16.63.51,59392,10.192.42.194,449,tls
4639,db5a6c85-2989-4946-a84a-3f60d3b89048,疑似恶意流量,172.16.63.51,59844,10.192.42.194,449,tls
4640,3f70bc48-1759-4d6c-ba3b-78b0894a5bec,疑似恶意流量,172.16.63.51,60132,10.192.42.194,449,tls
4641,ae9b77ab-14bf-4a70-90d6-0b300e0384ac,疑似恶意流量,172.16.63.51,59910,10.192.42.194,449,tls
4642,8e504c4c-d657-47f0-996b-0846ea741f4d,疑似恶意流量,172.16.63.51,59096,10.192.42.194,449,tls
4643,0b2393b4-f5c7-4205-bbf3-17c06f55670d,疑似恶意流量,172.16.63.51,58867,10.192.42.194,449,tls
4785,68136e0f-5c96-4a88-bdff-2058c8cec8d9,疑似恶意流量,172.16.62.141,49180,10.16.118.123,443,tls
4786,5fdb8008-aa65-4fb7-8425-7a03111f243e,疑似恶意流量,172.16.62.141,49187,10.16.118.123,443,tls
4837,71a997f5-cb08-4c1b-9628-cb69adcffbb3,疑似恶意流量,172.16.61.240,49225,10.112.200.67,443,tls
4863,3b631a25-d997-4219-aa6c-564e166e3897,疑似恶意流量,172.16.61.191,49255,10.131.159.82,443,tls
4874,8fcf950c-d6b5-4509-9ce6-cce47633d46f,疑似恶意流量,172.16.61.171,4529,10.163.142.151,4443,tls
4875,02f57619-9501-4b67-a77c-2f0c3148247a,疑似恶意流量,172.16.61.171,4524,10.163.142.151,4443,tls
4935,b68c9944-839c-4109-98c7-5bd95fda7b9a,疑似恶意流量,172.16.60.73,49331,10.108.61.190,9001,tls
4949,6ac457c5-042d-41e3-a5dc-fa775989a963,疑似恶意流量,172.16.60.49,52741,10.156.41.51,449,tls
4950,f4ababd3-da9e-4d50-a545-35a61f539abe,疑似恶意流量,172.16.60.49,52684,10.156.41.51,449,tls
4951,c28fe57f-85cb-4d84-acf9-607e3ff6337e,疑似恶意流量,172.16.60.49,52729,10.156.41.51,449,tls
4952,a155dc9a-b3a5-4026-929b-f9990daada3c,疑似恶意流量,172.16.60.49,52650,10.156.41.51,449,tls
4953,6a2c231d-34ee-4c99-9833-f8d6359f6c81,疑似恶意流量,172.16.60.49,52745,10.156.41.51,449,tls
4954,7d5a7a60-4640-4be8-aed7-6d80d60d35b2,疑似恶意流量,172.16.60.49,52652,10.156.41.51,449,tls
4955,9907a007-954a-4584-ac2f-db5ee63ae255,疑似恶意流量,172.16.60.49,52824,10.156.41.51,449,tls
4956,964e300a-496d-44d2-ab58-6bec6c11f12d,疑似恶意流量,172.16.60.49,52844,10.156.41.51,449,tls
4957,100aa290-8664-4a3c-bfd7-197598123485,疑似恶意流量,172.16.60.49,52723,10.156.41.51,449,tls
4958,c945728d-8df4-4f04-8f4a-ace6bbaa170a,疑似恶意流量,172.16.60.49,52842,10.156.41.51,449,tls
4959,763c1ae0-72b1-4bc9-b79c-fc310711178f,疑似恶意流量,172.16.60.49,52714,10.156.41.51,449,tls
4960,e12ad1d2-0968-4daa-be7e-98e1eb7995b8,疑似恶意流量,172.16.60.49,52852,10.156.41.51,449,tls
4961,4a9d5bf3-a9d3-4982-8e42-9c2a4f778d0b,疑似恶意流量,172.16.60.49,52789,10.156.41.51,449,tls
5068,d34fba84-0854-4521-88d2-8738ca4109a0,疑似恶意流量,172.16.6.75,49227,10.187.63.120,443,tls
5074,5c7539cb-dc3f-4f41-9808-49adbee6bc44,疑似恶意流量,172.16.6.63,49226,10.136.52.77,443,tls
5075,2da87cbf-bb00-41cf-b9a2-a60cf7e632d5,疑似恶意流量,172.16.6.63,49185,10.136.52.77,443,tls
5076,41f32f1c-32f9-433d-a590-a3551a429931,疑似恶意流量,172.16.6.63,49271,10.136.52.77,443,tls
5077,03a534b8-78fb-4f70-8bc8-cf492c6afe46,疑似恶意流量,172.16.6.63,49201,10.136.52.77,443,tls
5078,c9cd235e-e551-4188-ab30-636be8e1cdd3,疑似恶意流量,172.16.6.63,49335,10.136.52.77,443,tls
5079,76c201b8-273b-4446-990e-0cdc40325389,疑似恶意流量,172.16.6.63,49291,10.136.52.77,443,tls
5080,398b021c-2d66-4824-bb06-22d2c54d0872,疑似恶意流量,172.16.6.63,49218,10.136.52.77,443,tls
5081,ec40ecd2-07cd-4db9-ae6f-2390542af953,疑似恶意流量,172.16.6.63,49277,10.136.52.77,443,tls
5082,ab297f72-577f-4be3-84ef-ee6637c95cad,疑似恶意流量,172.16.6.63,49207,10.136.52.77,443,tls
5083,70610983-40fa-42cc-a701-074ede582eae,疑似恶意流量,172.16.6.63,49297,10.136.52.77,443,tls
5084,3f6d539c-f020-423c-858b-1755c3e3f523,疑似恶意流量,172.16.6.63,49320,10.136.52.77,443,tls
5085,75bb5beb-f5a3-4366-aeef-59cbc71810bd,疑似恶意流量,172.16.6.63,49189,10.136.52.77,443,tls
5086,0bf3e0d5-c842-43b6-9271-a40bdbf9dc17,疑似恶意流量,172.16.6.63,49170,10.136.52.77,443,tls
5087,79192fed-71ca-4fa7-9521-f8de9cba15a2,疑似恶意流量,172.16.6.63,49284,10.136.52.77,443,tls
5088,4017a7ac-f915-49bd-8494-a9a805b7e2b8,疑似恶意流量,172.16.6.63,49264,10.136.52.77,443,tls
5089,0938439d-0a3c-4bb3-b4dd-2e5b22ec9663,疑似恶意流量,172.16.6.63,49233,10.136.52.77,443,tls
5090,6baa2214-d55a-4504-a8ff-7bd0b569ed6c,疑似恶意流量,172.16.6.63,49282,10.136.52.77,443,tls
5091,533d3212-a1c8-421d-af95-0ebf4a704b48,疑似恶意流量,172.16.6.63,49326,10.136.52.77,443,tls
5092,fe920bde-c740-48e3-85b7-6e70fd7030d2,疑似恶意流量,172.16.6.63,49318,10.136.52.77,443,tls
5093,935b7a75-828c-458c-918c-92b1792a5cf7,疑似恶意流量,172.16.6.63,49212,10.136.52.77,443,tls
5094,3ca9784d-d66b-4eb9-8c90-838ff894b1e0,疑似恶意流量,172.16.6.63,49196,10.136.52.77,443,tls
5095,de4b2fc7-8b5a-4b2a-ba83-04cffe23326f,疑似恶意流量,172.16.6.63,49213,10.136.52.77,443,tls
5096,a4e39326-c430-44f7-8f26-6f252a8ba778,疑似恶意流量,172.16.6.63,49244,10.136.52.77,443,tls
5097,e4931fc5-d239-415e-945d-fe22e51f9b0d,疑似恶意流量,172.16.6.63,49197,10.136.52.77,443,tls
5098,b57a4bff-99f5-4508-afe3-7f4f506496f5,疑似恶意流量,172.16.6.63,49234,10.136.52.77,443,tls
5148,c3adffd6-fd20-4b73-a8b5-ff3b49a85450,疑似恶意流量,172.16.6.18,55513,10.180.15.177,443,tls
5212,8ae6a0e5-0867-4a0f-a5dc-3d6991f25737,疑似恶意流量,172.16.59.70,65340,10.3.58.42,447,tls
5228,1dea1d20-6d39-47fa-89d2-08ea1d72558f,疑似恶意流量,172.16.59.48,49189,10.111.40.181,443,tls
5306,e70031b5-6f82-4754-8224-7bcf800316ef,疑似恶意流量,172.16.59.143,49372,10.150.119.94,443,tls
5307,c3ef80e5-8e28-4c01-940f-c1b91225367c,疑似恶意流量,172.16.59.143,49398,10.150.119.94,443,tls
5332,fdb32419-63be-4310-b90e-270a217eea83,疑似恶意流量,172.16.58.86,49171,10.7.72.145,443,tls
5333,f29269dc-54f6-4809-b554-590b66ef3801,疑似恶意流量,172.16.58.86,49201,10.7.72.145,443,tls
5334,310212ac-d0f3-4355-9b7d-372d8c34ac86,疑似恶意流量,172.16.58.86,49163,10.7.72.145,443,tls
5335,434722aa-71b6-401e-bd80-2e723df09e8c,疑似恶意流量,172.16.58.86,49189,10.7.72.145,443,tls
5336,ce93041e-662d-4957-8a6b-42adf62a021c,疑似恶意流量,172.16.58.86,49165,10.7.72.145,443,tls
5337,77829283-fa9e-4677-ad91-3fb2d9d28705,疑似恶意流量,172.16.58.86,49207,10.7.72.145,443,tls
5338,56de2441-6fd8-46fd-b367-3ff4c0955053,疑似恶意流量,172.16.58.86,49177,10.7.72.145,443,tls
5339,b0ce25a6-08ab-4840-9024-508fa78e7dce,疑似恶意流量,172.16.58.86,49164,10.7.72.145,443,tls
5351,6c30bdea-e7ff-4bf7-8e9f-597df79585b5,疑似恶意流量,172.16.58.68,49178,10.62.57.111,443,tls
5590,46cf1108-987f-4af3-b84a-7fab2682117a,疑似恶意流量,172.16.56.57,49713,10.96.48.4,80,tls
5591,949b049c-7e1f-4c6b-9a6a-44546e17f28f,疑似恶意流量,172.16.56.57,49599,10.96.48.4,80,tls
5611,55737ac2-66b0-4389-bfbc-120b9189fcb9,疑似恶意流量,172.16.56.254,49169,10.110.212.16,443,tls
5716,39e72365-3377-467b-9a7e-dd7d7a58a25d,疑似恶意流量,172.16.55.21,49299,10.134.17.186,9001,tls
5717,4f3322a2-dde3-4fd1-97de-7124b36d9f63,疑似恶意流量,172.16.55.204,49225,10.2.170.132,443,tls
5718,b16c8c53-acb2-4873-b5d9-edd419070cce,疑似恶意流量,172.16.55.204,49215,10.2.170.132,443,tls
5719,0b1fcb6a-d520-40eb-9e08-05cb54a8be9c,疑似恶意流量,172.16.55.204,49218,10.2.170.132,443,tls
5720,13f583fb-9fec-4899-ac22-e6856535644f,疑似恶意流量,172.16.55.204,49230,10.2.170.132,443,tls
5723,4d585ff2-0eff-494f-84c3-0c73ad995a82,疑似恶意流量,172.16.55.197,49548,10.24.164.36,443,tls
5724,edf2057a-9ae0-4dbd-9f1f-fb0e6b3c9199,疑似恶意流量,172.16.55.197,49522,10.24.164.36,443,tls
5725,94ef2511-8bdc-41f2-829b-4ce8b94ff7b3,疑似恶意流量,172.16.55.197,49619,10.24.164.36,443,tls
5726,97c84645-74c3-4f29-bb4f-d16a93539a93,疑似恶意流量,172.16.55.197,49544,10.24.164.36,443,tls
5727,3e5ef099-edfa-4fc9-9ce2-47ee5a9a668f,疑似恶意流量,172.16.55.197,49571,10.24.164.36,443,tls
5728,c8765f51-230d-4dd5-84f7-f666be19e1a3,疑似恶意流量,172.16.55.197,49615,10.24.164.36,443,tls
5729,dc4865c3-fbb2-48fa-ae51-86c5d09dd1cc,疑似恶意流量,172.16.55.197,49546,10.24.164.36,443,tls
5730,559ce086-1445-447c-b233-45821d75fd42,疑似恶意流量,172.16.55.197,49617,10.24.164.36,443,tls
5731,d837eea1-f41b-4c6e-8b29-7900467d774c,疑似恶意流量,172.16.55.197,49540,10.24.164.36,443,tls
5732,d95d4dab-9fcc-48c2-9515-79d2c0fd1da9,疑似恶意流量,172.16.55.197,49624,10.24.164.36,443,tls
5733,a7313ada-d43b-4961-9eb5-04bbde0b112f,疑似恶意流量,172.16.55.197,49592,10.24.164.36,443,tls
5734,a823f6c6-fe36-4e1a-9ae0-c255721ca1d7,疑似恶意流量,172.16.55.197,49580,10.24.164.36,443,tls
5769,eb51432f-0363-4438-9ed1-aa50616621c9,疑似恶意流量,172.16.55.111,49191,10.83.92.47,443,tls
5770,b77986af-fa76-4ea9-974c-3ca7522bc8e2,疑似恶意流量,172.16.55.111,49193,10.83.92.47,443,tls
5792,c22a641b-9e1f-4cd7-bce1-c851954bbe86,疑似恶意流量,172.16.54.52,61252,10.79.43.65,443,tls
5847,c6c8f47a-cb8f-4bd9-afd0-bafb342914f7,疑似恶意流量,172.16.54.149,49419,10.10.124.123,443,tls
5848,a97957f8-9265-4891-8594-fadbed3d642c,疑似恶意流量,172.16.54.149,49406,10.10.124.123,443,tls
5849,3aba6b21-ef83-497d-8340-880862919c81,疑似恶意流量,172.16.54.149,49486,10.10.124.123,443,tls
5850,dc786cf4-6d0c-4580-813e-85f3519b10a8,疑似恶意流量,172.16.54.149,49422,10.10.124.123,443,tls
5851,a05f344f-10a2-49fa-9561-0e5d5555e75e,疑似恶意流量,172.16.54.149,49424,10.10.124.123,443,tls
5852,ada6e163-7ad8-487f-9b0f-370b59db882d,疑似恶意流量,172.16.54.149,49436,10.10.124.123,443,tls
5853,a0619978-c43f-4039-b6c9-7edbb4083140,疑似恶意流量,172.16.54.149,49451,10.10.124.123,443,tls
5854,a2c06791-be53-4070-9e4a-722fd822728a,疑似恶意流量,172.16.54.149,49467,10.10.124.123,443,tls
5855,7773af8b-06ee-4ab6-83fb-b5781dd3d76c,疑似恶意流量,172.16.54.149,49388,10.10.124.123,443,tls
5856,7b883ab6-8764-48d4-a9b4-23a5c5433a7f,疑似恶意流量,172.16.54.149,49474,10.10.124.123,443,tls
5907,7f52325c-95b6-4311-9027-c17849b01b00,疑似恶意流量,172.16.53.37,62778,10.170.31.121,443,tls
5923,2f008e1a-7474-434e-97f0-9b62b203f890,疑似恶意流量,172.16.53.228,49229,10.129.190.158,443,tls
5924,31f03352-ee21-4014-8473-8ec98433841d,疑似恶意流量,172.16.53.228,49206,10.129.190.158,443,tls
5925,450ecb31-30ae-48e7-a752-2d27e211ebd5,疑似恶意流量,172.16.53.228,49219,10.129.190.158,443,tls
5926,adba71cc-2d9b-4bc2-ba39-a0c191f28aeb,疑似恶意流量,172.16.53.228,49223,10.129.190.158,443,tls
5942,f4d08c28-acbb-4f32-b929-b4d964b1a9f8,疑似恶意流量,172.16.53.165,45908,10.58.137.131,443,tls
5958,ea69c665-c728-4ee6-8819-eff35497f886,疑似恶意流量,172.16.53.144,49472,10.135.120.43,443,tls
5959,bfb56753-cec6-4a2c-80e9-14b4bd9e6b9c,疑似恶意流量,172.16.53.144,49508,10.135.120.43,443,tls
5960,e3d5aad6-7eee-410d-b467-daa39355967f,疑似恶意流量,172.16.53.144,49323,10.135.120.43,443,tls
5961,017862e9-dfb4-4664-8bd7-b884009bb546,疑似恶意流量,172.16.53.144,49423,10.135.120.43,443,tls
5962,65176ba9-3e66-41ab-9aaf-bd119aa905ed,疑似恶意流量,172.16.53.144,49337,10.135.120.43,443,tls
5963,cd217a27-79e2-44e2-853f-a6f12b028a47,疑似恶意流量,172.16.53.144,49498,10.135.120.43,443,tls
5964,c4d3417c-a17e-4755-900a-007dcbd6cf6f,疑似恶意流量,172.16.53.144,49481,10.135.120.43,443,tls
5965,0a6f9d2c-67d2-469a-9517-eff6db48dd0f,疑似恶意流量,172.16.53.144,49398,10.135.120.43,443,tls
5966,4b30082b-3380-48fb-9ab6-388151734e5e,疑似恶意流量,172.16.53.144,49343,10.135.120.43,443,tls
5967,794741e0-69f9-4c82-89c0-fbc41794e955,疑似恶意流量,172.16.53.144,49443,10.135.120.43,443,tls
5968,018a331c-1467-4205-a709-448a7a9532f8,疑似恶意流量,172.16.53.144,49520,10.135.120.43,443,tls
5969,c75a138f-5e7c-4e52-899a-9f53faa9a58e,疑似恶意流量,172.16.53.144,49312,10.135.120.43,443,tls
5970,78a02ce6-2954-4736-abcc-8b8bc3d7e558,疑似恶意流量,172.16.53.144,49282,10.135.120.43,443,tls
5971,f4787ab6-0452-402f-bf16-28017202c995,疑似恶意流量,172.16.53.144,49306,10.135.120.43,443,tls
5972,586e9a68-1f42-4cdb-b629-6773be35d95e,疑似恶意流量,172.16.53.144,49355,10.135.120.43,443,tls
5973,43db1bac-f316-40b4-b203-9ec82d8c9dfa,疑似恶意流量,172.16.53.144,49304,10.135.120.43,443,tls
5974,b0b26f48-891e-4705-a571-cd380b3a3dbd,疑似恶意流量,172.16.53.144,49455,10.135.120.43,443,tls
5975,d70c829a-fc4a-49a5-bb9d-5cebccfa4ce9,疑似恶意流量,172.16.53.144,49341,10.135.120.43,443,tls
5976,eb1fc170-99d4-484c-a4f2-4d3735a33e21,疑似恶意流量,172.16.53.144,49410,10.135.120.43,443,tls
5977,7199b405-2d52-448c-8119-cbc9c6b0758f,疑似恶意流量,172.16.53.144,49309,10.135.120.43,443,tls
5978,b86c3715-a39c-4e1f-8f20-ff72cebb0f93,疑似恶意流量,172.16.53.144,49464,10.135.120.43,443,tls
5979,f5cb2d67-c631-456c-ac2d-92334b5e2a76,疑似恶意流量,172.16.53.144,49364,10.135.120.43,443,tls
5980,5de8be22-39d1-4013-9303-7d78e1feda60,疑似恶意流量,172.16.53.144,49338,10.135.120.43,443,tls
5981,14393562-c393-43bd-a29c-a770dbc2b2c8,疑似恶意流量,172.16.53.144,49469,10.135.120.43,443,tls
5982,3de15e36-0008-4dc8-bd88-71238d1a2b44,疑似恶意流量,172.16.53.144,49370,10.135.120.43,443,tls
5983,1f27d861-0954-4646-b344-fa74638bf713,疑似恶意流量,172.16.53.144,49369,10.135.120.43,443,tls
5984,6913d8f5-ccd8-4052-9559-f028697d691d,疑似恶意流量,172.16.53.144,49328,10.135.120.43,443,tls
5985,c6f8056c-c6c2-42ed-b00a-c5c13af4f153,疑似恶意流量,172.16.53.144,49387,10.135.120.43,443,tls
5986,e766542e-91c8-4914-94a5-abe5bbad3e9b,疑似恶意流量,172.16.53.144,49474,10.135.120.43,443,tls
5987,3eba785a-7cd1-473b-a2e6-7280823ebca2,疑似恶意流量,172.16.53.144,49517,10.135.120.43,443,tls
5988,68ffa19b-0259-4ea6-ab46-183a5c7bda9a,疑似恶意流量,172.16.53.144,49425,10.135.120.43,443,tls
6020,eec61f61-0065-4485-b71d-ec1d59949060,疑似恶意流量,172.16.52.9,49163,10.74.7.81,9001,tls
6053,3e9789ce-5c41-483c-8dcd-b5a0337fd45a,疑似恶意流量,172.16.52.234,49283,10.31.195.14,447,tls
6238,670ceda7-7652-421b-a1f9-efb8f8ffba71,疑似恶意流量,172.16.50.227,59934,10.63.190.166,443,tls
6239,77103b52-4c98-4424-b583-5dece6eba534,疑似恶意流量,172.16.50.227,63915,10.63.190.166,443,tls
6240,dd30ecad-7ee6-401a-82b1-8c493e337977,疑似恶意流量,172.16.50.227,63942,10.63.190.166,443,tls
6241,bd1b1aaa-77cc-4f16-93c3-d2abcd4d53d1,疑似恶意流量,172.16.50.227,64198,10.63.190.166,443,tls
6242,e4fdf527-4a79-4564-81ab-457738bfd3d4,疑似恶意流量,172.16.50.227,64469,10.63.190.166,443,tls
6243,e9cea1fc-3582-444d-b0b6-e42c513fec59,疑似恶意流量,172.16.50.227,64125,10.63.190.166,443,tls
6244,83b8ae8c-70b9-4955-b511-e2a81c09f8b5,疑似恶意流量,172.16.50.227,64448,10.63.190.166,443,tls
6245,a6bf27d0-f152-470a-8ca5-85a7199b2c8a,疑似恶意流量,172.16.50.227,63549,10.63.190.166,443,tls
6246,989e3d1b-f021-46bd-8425-51e4da7f3c93,疑似恶意流量,172.16.50.227,64098,10.63.190.166,443,tls
6250,c5115334-569c-4680-8640-c802b656f6ff,疑似恶意流量,172.16.50.216,49634,10.48.180.103,443,tls
6317,387e5bec-f972-47c2-9a39-15cc64087559,疑似恶意流量,172.16.50.119,49211,10.36.99.83,443,tls
6333,560a9289-646c-44e9-b4c3-bf9be3ee024a,疑似恶意流量,172.16.5.84,49244,10.8.70.138,443,tls
6334,8c1054af-4c0d-4fff-994e-0f1c8e2101a9,疑似恶意流量,172.16.5.84,49228,10.8.70.138,443,tls
6335,c84b025d-ef14-458b-8fba-dea862753836,疑似恶意流量,172.16.5.84,49224,10.8.70.138,443,tls
6336,a04ff13b-25f6-4394-996a-a04f36f13a48,疑似恶意流量,172.16.5.84,49229,10.8.70.138,443,tls
6383,f080d858-208a-45ac-ad08-6de8f2e6c173,疑似恶意流量,172.16.5.189,49306,10.31.158.122,443,tls
6384,1ba6a1c3-0c01-4d32-aabf-3fff3b20b34b,疑似恶意流量,172.16.5.189,49288,10.31.158.122,443,tls
6385,5c93cb4f-7591-4a49-ab3d-6c0758c0e04d,疑似恶意流量,172.16.5.189,49254,10.31.158.122,443,tls
6386,41382ff7-ccb0-4028-aef5-9fd385d7af4a,疑似恶意流量,172.16.5.189,49336,10.31.158.122,443,tls
6387,81ca7048-30fd-4085-8df3-177b709d8b16,疑似恶意流量,172.16.5.189,49351,10.31.158.122,443,tls
6388,eb41f8e5-a6c5-4799-94b6-e2110d38ffb8,疑似恶意流量,172.16.5.189,49380,10.31.158.122,443,tls
6389,04b7034a-886d-4a6c-ba03-e2e9e0052260,疑似恶意流量,172.16.5.189,49240,10.31.158.122,443,tls
6390,a06c271b-ceab-45c4-bd5e-19587263bdfd,疑似恶意流量,172.16.5.189,49343,10.31.158.122,443,tls
6391,04563551-6a3d-4de4-af0e-d39281bff5be,疑似恶意流量,172.16.5.189,49375,10.31.158.122,443,tls
6392,cba3ed6c-1d38-450b-90ed-839be5b56d8f,疑似恶意流量,172.16.5.189,49300,10.31.158.122,443,tls
6393,f263f329-3da0-4cf2-8e9d-a291c8b19a71,疑似恶意流量,172.16.5.189,49367,10.31.158.122,443,tls
6394,1040c8ff-7107-4384-99d4-b0c7d49f5a23,疑似恶意流量,172.16.5.189,49366,10.31.158.122,443,tls
6503,adf0fedf-6c75-4dd5-a0cd-d570a2fbae8a,疑似恶意流量,172.16.49.180,49219,10.187.150.51,443,tls
6504,c9d165be-309b-4880-9438-0f55fe9d57ce,疑似恶意流量,172.16.49.180,49516,10.187.150.51,443,tls
6505,15944215-575f-48b0-8f01-ac60d92ab882,疑似恶意流量,172.16.49.180,49509,10.187.150.51,443,tls
6506,69d7c075-bace-440a-bcc7-19b9e1f2c4d8,疑似恶意流量,172.16.49.180,49212,10.187.150.51,443,tls
6507,9d45d724-4669-414d-b3dc-02ad8f722e03,疑似恶意流量,172.16.49.180,49200,10.187.150.51,443,tls
6526,685cc2f7-d805-4931-9363-7585534d3844,疑似恶意流量,172.16.49.123,49182,10.191.103.31,4143,tls
6570,7517d818-c349-4272-b31c-f6d679532ee5,疑似恶意流量,172.16.48.246,49551,10.139.205.78,443,tls
6597,a416f78c-a960-4f19-9637-104537c6077b,疑似恶意流量,172.16.48.186,49274,10.49.155.190,443,tls
6600,12495ed5-68d1-459b-ad4a-1400f166bb2b,疑似恶意流量,172.16.48.180,49233,10.133.150.162,443,tls
6605,b7f8ab17-545b-4d78-a270-461af29efa60,疑似恶意流量,172.16.48.176,49216,10.185.147.117,443,tls
6654,7150ae2a-8e5f-4389-a9b8-97e8caae7117,疑似恶意流量,172.16.47.69,64584,10.35.58.29,443,tls
6702,67d0b18d-ffc7-4b26-ac86-bfdcda79782b,疑似恶意流量,172.16.47.192,49296,10.142.160.57,9011,tls
6776,fcc201c2-9c1c-4768-ab30-5eef2b27c0ea,疑似恶意流量,172.16.46.227,52388,10.48.190.29,443,tls
6777,e0857517-0213-4dce-9d90-144b560bd089,疑似恶意流量,172.16.46.227,52386,10.48.190.29,443,tls
6778,1b486efa-9788-4c60-b535-3767010c5f2a,疑似恶意流量,172.16.46.227,52380,10.48.190.29,443,tls
6779,f30ed21b-94c3-422f-ba6c-b0d8a36e2bc4,疑似恶意流量,172.16.46.227,52104,10.48.190.29,443,tls
6818,8f224f88-4585-43aa-ac30-2f3fed555b39,疑似恶意流量,172.16.46.139,49208,10.48.116.134,443,tls
6819,069a499a-34c7-4779-97b6-bc1977a3a98c,疑似恶意流量,172.16.46.139,49193,10.48.116.134,443,tls
6820,1b7020b0-9bde-40d7-80a1-67f4989a67af,疑似恶意流量,172.16.46.139,49187,10.48.116.134,443,tls
6821,f6ebcd46-d7b5-4e39-9463-478dee04e373,疑似恶意流量,172.16.46.139,49213,10.48.116.134,443,tls
6841,227ae906-51ce-42aa-a207-52c5832e7ab8,疑似恶意流量,172.16.46.112,49178,10.30.93.97,443,tls
6875,61d3052b-6840-4031-8e93-8262ddc1342a,疑似恶意流量,172.16.45.42,49178,10.132.35.99,449,tls
6876,32fa2755-d5e6-4cd6-8700-03eb4be05a74,疑似恶意流量,172.16.45.42,49489,10.132.35.99,449,tls
6877,9d0da457-d7ee-40aa-a40a-dbb2ab22594d,疑似恶意流量,172.16.45.42,49174,10.132.35.99,449,tls
6878,90b3ec64-0fb8-463d-af43-ea7e6d1186ba,疑似恶意流量,172.16.45.42,49170,10.132.35.99,449,tls
6879,3635f3dd-1898-4857-bcab-36a2e251d399,疑似恶意流量,172.16.45.42,49172,10.132.35.99,449,tls
6880,741d19bb-b9f5-4197-956b-652c434b78da,疑似恶意流量,172.16.45.42,49195,10.132.35.99,449,tls
6957,f358f7e1-709a-4216-95de-5fe463c84b4c,疑似恶意流量,172.16.44.88,49218,10.179.73.176,443,tls
6962,44ab00dc-a7ba-4414-9d7f-afce27f8c1af,疑似恶意流量,172.16.44.74,50774,10.12.62.91,443,tls
7033,e2f8ca2d-ac1e-44ca-a2f2-571b29d88a17,疑似恶意流量,172.16.44.15,49286,10.98.12.43,443,tls
7034,a5ddd50b-c27a-4516-8e03-d3d1d93dad4d,疑似恶意流量,172.16.44.15,49346,10.98.12.43,443,tls
7035,609b95ee-a15e-4060-8012-e24ed2788874,疑似恶意流量,172.16.44.15,49299,10.98.12.43,443,tls
7036,a2f4dfef-e41e-448f-9157-dba2c06cc712,疑似恶意流量,172.16.44.15,49354,10.98.12.43,443,tls
7037,4814b7b5-605e-42c8-9e44-80852f96df48,疑似恶意流量,172.16.44.15,49362,10.98.12.43,443,tls
7038,0a5ab2aa-f294-4f72-a4a0-0b2959c4de41,疑似恶意流量,172.16.44.15,49219,10.98.12.43,443,tls
7039,44a5002f-d888-40dc-b852-55320785074b,疑似恶意流量,172.16.44.15,49305,10.98.12.43,443,tls
7040,7bb29b2c-5d46-4604-b008-577fa00864aa,疑似恶意流量,172.16.44.15,49261,10.98.12.43,443,tls
7041,80c0ad1b-e0e9-40ad-b7dd-351cae740b08,疑似恶意流量,172.16.44.15,49273,10.98.12.43,443,tls
7042,40c374ac-6ee3-49b1-8ccf-3f8d806c8c82,疑似恶意流量,172.16.44.15,49369,10.98.12.43,443,tls
7043,2dd3c86b-194e-4356-883e-ba26ad0f4117,疑似恶意流量,172.16.44.15,49364,10.98.12.43,443,tls
7044,3fb2426a-f470-4c78-b751-7515b92cca3b,疑似恶意流量,172.16.44.15,49251,10.98.12.43,443,tls
7045,048508a1-b6f5-4e6f-91f1-1d218c2b88ef,疑似恶意流量,172.16.44.15,49352,10.98.12.43,443,tls
7046,ff6a4fe7-a299-41bc-972e-e9d8b51b5a1f,疑似恶意流量,172.16.44.15,49237,10.98.12.43,443,tls
7047,64b23905-b69d-43e6-8026-dc5f755a5871,疑似恶意流量,172.16.44.15,49184,10.98.12.43,443,tls
7048,56256eef-818a-49f0-a772-7721e100ebda,疑似恶意流量,172.16.44.15,49228,10.98.12.43,443,tls
7049,5c5676c3-3562-4e5a-a81b-cd188d5e811e,疑似恶意流量,172.16.44.15,49281,10.98.12.43,443,tls
7050,626eca5b-d549-48f8-a3a5-ead4b28b9b75,疑似恶意流量,172.16.44.15,49189,10.98.12.43,443,tls
